Fri 11:47:39 AM;454.307;-23.383;11;Norte;443;821;36.000; Level
Fri 11:47:57 AM;454.612;-23.300;10;Norte;442;819;36.000; Level
Fri 11:48:22 AM;455.178;-23.146;11;Norte;442;819;36.000; Level
Fri 11:49:27 AM;456.001;-22.920;10;Norte;442;819;36.000; Level
Fri 11:49:58 AM;456.940;-22.661;10;Norte;442;819;36.000; Level
Fri 11:50:22 AM;457.562;-22.489;11;Norte;443;821;36.000; Level
Fri 11:50:53 AM;458.217;-22.307;11;Norte;443;821;36.000; Level
Fri 11:51:26 AM;458.852;-22.132;11;Norte;444;822;36.000; Level
Fri 11:51:58 AM;458.941;-22.107;11;Norte;443;821;36.000; Level
Fri 11:52:30 AM;459.963;-21.822;11;Norte;443;821;36.000; Level
Fri 11:53:00 AM;460.747;-21.602;11;Norte;443;821;36.000; Level
Fri 11:53:38 AM;461.527;-21.387;11;Norte;442;819;36.000; Level
Fri 11:54:00 AM;461.921;-21.277;11;Norte;443;821;36.000; Level
Fri 11:54:18 AM;462.323;-21.165;10;Norte;443;821;36.000; Level
Fri 11:54:39 AM;462.741;-21.049;11;Norte;443;821;36.000; Level
Fri 11:56:04 AM;464.258;-20.621;11;Norte;444;822;36.000; Level
Fri 11:56:21 AM;464.435;-20.570;11;Norte;444;822;36.000; Level
Fri 11:57:10 AM;465.422;-20.288;11;Norte;444;822;36.000;228 Level
Fri 11:57:40 AM;466.276;-20.045;11;Norte;387;716;36.300;581 Climbing
Fri 11:58:12 AM;467.075;-19.819;11;Norte;460;851;36.600;656 Climbing
Fri 11:58:44 AM;467.721;-19.633;11;Norte;462;856;37.000;857 Climbing
Fri 11:59:01 AM;468.073;-19.532;11;Norte;463;858;37.300;938 Climbing
Fri 11:59:48 AM;469.002;-19.264;11;Norte;461;855;38.000;545 Climbing
Fri 12:00:18 PM;469.507;-19.118;11;Norte;458;848;38.000; Level
Fri 12:01:19 PM;470.950;-18.699;11;Norte;456;845;38.000; Level
Fri 12:01:49 PM;471.574;-18.518;11;Norte;456;845;38.000; Level
Fri 12:02:19 PM;472.199;-18.336;11;Norte;456;845;38.000; Level
Fri 12:02:49 PM;472.828;-18.153;11;Norte;456;845;38.000; Level
Fri 12:03:19 PM;473.444;-17.975;11;Norte;455;843;38.000; Level
Fri 12:03:38 PM;473.820;-17.865;11;Norte;456;845;38.000; Level
